Airline,Source,Destination,Total_Stops,Price,J_Day,J_Month,J_Year,Arrival_min,Arrival_hour,Dep_min,Dep_hour,Duration_hours,Duration_mins
432,1,3,0,2,12639,1,4,2019,25,5,0,10,19,25
433,4,0,2,0,5198,18,4,2019,10,18,15,15,2,55
434,9,0,2,0,4878,1,6,2019,15,22,30,19,2,45
435,4,2,1,1,12373,18,5,2019,0,19,45,19,23,15
436,6,2,1,1,8552,3,3,2019,10,16,10,7,9,0
437,9,2,1,0,6741,21,4,2019,50,17,40,14,3,10
438,6,2,1,1,6481,9,4,2019,15,19,50,12,6,25
439,6,2,1,1,7354,6,6,2019,15,19,35,10,8,40
440,1,0,2,0,5228,21,4,2019,55,23,5,21,2,50
441,4,3,0,1,10844,12,5,2019,45,20,25,8,12,20
442,3,2,1,1,6347,18,5,2019,10,12,50,6,5,20
443,1,0,5,1,5013,15,3,2019,15,12,15,8,4,0
444,4,3,0,1,9663,9,6,2019,40,4,55,18,9,45
445,3,0,2,0,4823,6,4,2019,20,21,25,18,2,55
446,1,2,1,2,13381,24,6,2019,15,19,55,16,26,20
447,8,1,4,0,3543,1,6,2019,0,12,45,9,2,15
448,4,3,0,1,9663,15,5,2019,40,4,55,18,9,45
449,4,3,0,1,7064,1,4,2019,50,19,55,18,24,55
450,4,2,1,1,10262,9,6,2019,0,19,5,7,11,55
451,1,2,1,2,13013,1,6,2019,15,19,55,10,8,20
452,4,2,1,2,15339,27,6,2019,35,12,10,19,17,25
453,2,0,2,0,4937,18,4,2019,30,14,40,11,2,50
454,3,2,1,1,6818,6,6,2019,10,12,5,5,7,5
455,1,2,1,2,10441,18,5,2019,15,19,0,22,21,15
456,4,2,1,1,5177,3,4,2019,0,19,0,14,5,0
457,3,1,4,0,3858,27,6,2019,0,14,35,11,2,25
458,3,3,0,1,6534,18,5,2019,15,2,0,21,5,15
459,6,2,1,1,6795,15,6,2019,30,1,20,10,15,10
460,6,2,1,1,9736,3,6,2019,15,19,30,7,11,45
461,4,0,2,0,7229,1,5,2019,50,22,50,19,3,0
462,8,2,1,1,4957,24,4,2019,50,22,55,17,4,55
463,3,0,5,0,7648,9,3,2019,45,8,0,6,2,45
464,8,3,0,0,3873,15,6,2019,25,17,55,14,2,30
465,4,3,0,1,14388,12,5,2019,40,4,55,18,9,45
466,3,3,0,0,5618,6,3,2019,55,19,15,17,2,40
467,6,2,1,1,7408,9,6,2019,30,1,0,19,6,30
468,0,2,1,1,13774,3,3,2019,15,22,45,16,5,30
469,9,0,2,0,4668,3,5,2019,40,9,0,7,2,40
470,4,2,1,2,13082,21,3,2019,25,4,20,18,34,5
471,1,2,1,1,8669,3,6,2019,15,19,50,3,15,25
472,3,2,1,1,6316,24,6,2019,30,1,0,16,9,30
473,4,2,1,1,12583,6,3,2019,25,4,20,22,6,5
474,9,0,5,0,7923,9,3,2019,50,18,10,16,2,40
475,2,2,1,1,7378,3,3,2019,50,12,0,7,5,50
476,9,0,2,0,4878,3,6,2019,15,22,30,19,2,45
477,4,3,0,1,10844,18,5,2019,50,19,30,16,27,20
478,4,0,2,0,7229,3,4,2019,20,11,20,8,3,0
479,8,2,1,1,6297,21,5,2019,20,11,5,6,5,15
480,4,3,0,1,8529,12,6,2019,0,12,0,20,16,0
481,6,2,1,1,13727,18,5,2019,0,21,0,14,7,0
482,8,3,0,1,6643,24,5,2019,15,17,35,8,8,40
483,6,2,1,1,10197,9,5,2019,0,19,0,10,9,0
484,8,3,0,0,4911,21,4,2019,40,0,20,22,2,20
485,3,1,4,0,6482,6,3,2019,35,7,15,5,2,20
486,4,0,5,1,26890,1,3,2019,15,15,55,8,6,20
487,3,3,0,1,3717,18,5,2019,45,23,20,19,4,25
488,3,1,4,0,3597,1,6,2019,35,15,15,13,2,20
489,1,0,5,2,10846,18,3,2019,10,22,5,11,11,5
490,1,0,5,1,14069,1,3,2019,45,22,50,5,16,55
491,4,2,1,1,5177,1,4,2019,35,12,50,22,13,45
492,1,2,1,2,14641,6,3,2019,40,7,55,5,25,45
493,3,2,1,1,6442,6,6,2019,30,22,35,8,13,55
494,1,2,1,1,5704,21,3,2019,0,23,45,17,5,15
495,4,3,0,1,9663,6,5,2019,20,9,5,14,19,15
496,4,2,1,1,14714,6,6,2019,25,4,55,20,7,30
497,4,2,1,1,5406,1,4,2019,0,19,0,10,9,0
498,9,3,0,1,8610,15,5,2019,20,20,20,20,24,0
499,4,2,1,2,14237,12,6,2019,35,12,25,18,18,10
500,3,0,2,0,4823,9,6,2019,5,10,10,7,2,55
501,3,4,3,0,2227,27,3,2019,35,21,5,20,1,30
502,4,2,1,1,12373,18,5,2019,25,4,5,7,21,20
503,1,2,1,1,8372,6,6,2019,15,19,0,13,6,15
504,4,2,1,1,17024,3,3,2019,25,4,55,13,14,30
505,1,4,3,0,3100,27,5,2019,25,22,5,21,1,20
506,4,2,1,1,14053,9,3,2019,45,19,50,6,12,55
507,3,1,4,0,3540,9,5,2019,40,7,15,5,2,25
508,9,3,0,1,9345,21,5,2019,50,18,20,20,22,30
509,4,2,1,2,10368,1,6,2019,25,4,30,5,22,55
510,4,0,5,1,26890,1,3,2019,25,12,0,7,5,25
511,8,4,3,0,5755,9,3,2019,15,10,50,8,1,25
512,4,0,5,1,7832,21,3,2019,10,16,55,8,7,15
513,4,3,0,1,14388,6,5,2019,45,20,25,8,12,20
514,1,2,1,2,8839,27,6,2019,25,9,15,13,20,10
515,1,2,1,2,22096,3,3,2019,15,19,0,22,21,15
516,9,1,4,0,3687,27,5,2019,20,9,5,7,2,15
517,6,2,1,1,9627,15,5,2019,0,19,30,8,10,30
518,6,2,1,1,13542,21,3,2019,35,1,30,11,14,5
519,3,0,2,0,4423,27,4,2019,50,6,0,4,2,50
520,3,2,1,2,8899,3,3,2019,20,21,55,4,16,25
521,8,2,1,1,5583,21,4,2019,20,11,5,6,5,15
522,0,2,1,1,6752,27,5,2019,35,6,45,16,13,50
523,8,1,4,0,3543,21,5,2019,35,10,20,8,2,15
524,4,0,5,1,7832,21,3,2019,15,15,0,8,7,15
525,1,3,0,2,10991,1,5,2019,55,8,50,5,27,5
526,4,2,1,1,12898,27,5,2019,35,12,0,9,27,35
527,4,2,1,1,12898,27,5,2019,0,19,0,14,5,0
528,2,0,2,0,3398,24,5,2019,30,14,40,11,2,50
529,1,2,1,0,5201,24,4,2019,0,8,10,5,2,50
530,1,3,0,2,13873,6,5,2019,20,1,0,10,15,20
531,1,2,1,1,7384,15,6,2019,0,23,40,17,5,20
532,4,2,1,1,10262,6,6,2019,25,4,15,18,10,10
533,4,3,0,1,10031,24,3,2019,0,12,25,8,27,35
534,4,3,0,1,12384,6,5,2019,10,19,35,9,9,35
535,4,3,0,1,7757,9,5,2019,15,18,5,14,28,10
536,4,0,5,1,17261,6,3,2019,25,11,25,21,14,0
537,8,1,4,0,7298,1,3,2019,5,12,30,9,2,35
538,4,0,2,0,7229,6,4,2019,10,18,15,15,2,55
539,3,3,0,0,4174,1,4,2019,15,7,40,4,2,35
540,3,3,0,1,5699,18,5,2019,15,22,35,17,4,40
541,1,3,0,0,4880,24,4,2019,45,16,15,14,2,30
542,1,2,1,1,15284,6,3,2019,15,19,0,8,11,15
543,4,3,0,1,13759,24,3,2019,20,16,25,8,7,55
544,9,3,0,1,16092,24,3,2019,45,18,55,9,8,50
545,3,4,3,0,4392,9,3,2019,45,7,20,6,1,25
546,4,2,1,1,10262,24,6,2019,35,12,55,20,15,40
547,8,3,0,0,3841,12,6,2019,30,9,55,6,2,35
548,2,0,2,0,5048,1,6,2019,40,10,45,7,2,55
549,1,3,0,1,11096,21,5,2019,25,20,0,7,13,25
550,3,2,1,1,5073,24,4,2019,10,12,35,7,4,35
551,4,2,1,1,19828,3,3,2019,25,4,55,9,18,30
552,9,1,4,0,3739,21,3,2019,20,9,5,7,2,15
553,1,2,1,2,10598,9,3,2019,15,19,0,5,38,15
554,4,0,2,0,7229,15,6,2019,0,22,55,18,3,5
555,9,3,0,1,8610,1,4,2019,50,18,0,17,25,50
556,9,2,1,0,6216,9,5,2019,50,17,40,14,3,10
557,1,0,2,0,6961,9,6,2019,10,16,20,13,2,50
558,4,3,0,1,10703,6,5,2019,5,21,35,9,11,30
559,4,3,0,1,14151,15,5,2019,35,23,0,17,6,35
560,4,3,0,1,8586,9,5,2019,5,10,30,6,27,35
561,3,3,0,0,4488,12,4,2019,55,22,20,20,2,35
562,6,2,1,1,7408,15,6,2019,30,1,0,18,7,30
563,4,2,1,0,5443,18,4,2019,15,14,0,11,3,15
564,4,3,0,1,10539,12,6,2019,10,19,35,9,9,35
565,6,2,1,1,7723,1,6,2019,30,1,0,13,12,30
566,6,2,1,1,15411,6,3,2019,50,18,30,7,11,20
567,4,0,2,0,7229,21,5,2019,10,10,10,7,3,0
568,3,3,0,0,4804,21,6,2019,55,22,20,20,2,35
569,4,4,3,0,4050,3,3,2019,25,4,55,2,1,30
570,4,3,0,1,14151,18,5,2019,10,19,0,17,26,10
571,8,2,1,1,4957,6,4,2019,50,22,55,17,4,55
572,1,0,5,0,7591,3,3,2019,55,23,10,21,2,45
573,4,3,0,1,11134,24,3,2019,35,22,55,13,8,40
574,3,2,1,1,6600,27,5,2019,10,12,5,5,7,5
575,1,0,5,0,4966,9,3,2019,55,23,10,21,2,45
576,1,2,1,2,15481,1,6,2019,40,7,50,6,24,50
577,8,3,0,0,5515,1,3,2019,40,0,20,22,2,20
578,4,2,1,1,14714,15,6,2019,0,19,0,8,11,0
579,2,2,1,1,4959,15,6,2019,35,19,35,10,9,0
580,4,0,2,0,7229,21,4,2019,5,14,10,11,2,55
581,1,2,1,0,6094,15,5,2019,10,21,5,18,3,5
582,0,3,0,0,4409,24,4,2019,55,12,20,10,2,35
583,6,2,1,1,9794,18,5,2019,0,19,0,6,13,0
584,4,4,3,0,5678,3,4,2019,20,4,55,2,1,25
585,3,2,1,1,6442,15,6,2019,10,16,35,8,7,35
586,9,0,2,0,4878,18,5,2019,40,9,0,7,2,40
587,4,3,0,1,12446,24,3,2019,5,10,10,21,12,55
588,4,2,1,2,16704,9,5,2019,25,4,5,23,29,20
589,4,0,5,1,9134,15,3,2019,45,10,45,5,5,0
590,4,3,0,1,8586,15,5,2019,40,4,0,20,8,40
591,4,0,2,0,7229,1,6,2019,10,10,10,7,3,0
592,4,0,2,0,6144,21,4,2019,10,10,10,7,3,0
593,1,0,2,0,6961,18,5,2019,45,12,0,10,2,45
594,4,3,0,1,10844,9,5,2019,40,4,30,16,12,10
595,3,1,4,0,3597,21,5,2019,55,21,35,19,2,20
596,8,0,5,1,7139,21,3,2019,15,18,20,10,7,55
597,1,4,3,2,25139,6,3,2019,15,15,40,9,29,35
598,4,2,1,2,10368,1,6,2019,35,12,40,9,26,55
599,1,2,1,1,5117,6,4,2019,25,9,40,20,12,45
600,6,2,1,1,9211,18,5,2019,15,19,40,11,7,35
601,8,3,0,0,4174,15,4,2019,40,19,10,17,2,30
602,6,2,1,1,10786,27,5,2019,15,19,30,7,11,45
603,4,0,5,1,9134,15,3,2019,40,7,0,8,23,40
604,4,2,1,2,13376,1,6,2019,25,4,35,14,13,50
605,1,0,5,1,6955,21,3,2019,50,10,0,22,12,50
606,4,3,0,1,10844,9,5,2019,15,18,25,8,9,50
607,0,3,0,0,3807,1,4,2019,25,22,55,19,2,30
608,4,3,0,1,9663,1,5,2019,0,12,5,14,21,55
609,4,2,1,1,12373,9,5,2019,25,4,15,2,26,10
610,8,0,2,0,4991,1,5,2019,5,0,10,21,2,55
611,1,2,1,1,6745,21,3,2019,15,19,0,23,20,15
612,4,2,1,1,10262,15,6,2019,0,19,50,22,20,10
613,4,2,1,1,6540,27,3,2019,25,4,30,17,10,55
614,8,3,0,0,3873,6,4,2019,40,19,10,17,2,30
615,4,2,1,1,15554,9,5,2019,0,19,50,21,21,10
616,3,3,0,0,4804,27,5,2019,55,22,20,20,2,35
617,4,2,1,1,7438,27,3,2019,45,19,5,23,20,40
618,0,0,2,0,6181,3,5,2019,45,7,55,4,2,50
619,6,2,1,1,9424,1,5,2019,30,1,0,19,6,30
620,1,0,5,2,12725,12,3,2019,25,23,25,17,30,0
621,1,0,5,1,6046,15,3,2019,25,21,15,8,13,10
622,8,0,2,0,3971,15,6,2019,5,0,10,21,2,55
623,4,3,0,1,12692,6,6,2019,25,14,25,20,18,0
624,3,2,1,1,7451,6,3,2019,20,22,20,14,8,0
625,4,0,5,1,13817,12,3,2019,40,7,55,22,8,45
626,4,3,0,1,10703,6,5,2019,5,22,35,9,12,30
627,4,0,5,1,13817,12,3,2019,45,10,25,21,13,20
628,4,0,5,1,27210,15,3,2019,5,5,55,22,6,10
629,4,3,0,1,13941,18,5,2019,40,4,10,21,7,30
630,1,0,5,1,10246,1,3,2019,15,12,0,17,19,15
631,3,3,0,0,4804,6,5,2019,50,19,15,17,2,35
632,0,3,0,1,6810,6,6,2019,40,10,40,22,12,0
633,4,0,2,0,5198,1,5,2019,20,11,20,8,3,0
634,9,0,2,0,5613,3,5,2019,50,23,0,21,2,50
635,3,4,3,0,4784,3,3,2019,45,22,20,21,1,25
636,4,2,1,1,5406,21,3,2019,50,18,45,19,23,5
637,1,0,2,0,5228,27,4,2019,10,16,20,13,2,50
638,4,2,1,1,12898,27,5,2019,0,19,55,20,22,5
639,1,1,4,0,4667,15,6,2019,55,13,40,11,2,15
640,4,3,0,1,14781,21,5,2019,50,19,5,14,5,45
641,9,0,2,0,5403,21,4,2019,35,12,45,9,2,50
642,4,3,0,1,9899,12,6,2019,35,23,5,14,9,30
643,4,2,1,2,13029,21,5,2019,25,4,30,19,8,55
644,9,3,0,1,9187,18,5,2019,45,10,0,17,17,45
645,3,0,2,0,4823,24,5,2019,50,22,0,20,2,50
646,1,2,1,2,8665,27,3,2019,15,19,30,21,21,45
647,3,2,1,1,14871,6,3,2019,0,21,25,8,12,35
648,3,4,3,0,4049,21,6,2019,55,7,25,6,1,30
649,1,1,4,0,4667,12,6,2019,55,13,40,11,2,15
650,3,3,0,1,4226,9,4,2019,50,23,55,19,3,55
651,1,0,5,0,7591,3,3,2019,55,8,10,6,2,45
652,4,0,5,1,19225,6,3,2019,15,13,45,5,7,30
653,4,2,1,1,12898,27,5,2019,35,12,15,19,17,20
654,3,4,3,0,2754,9,6,2019,30,13,0,12,1,30
655,8,4,3,0,1965,3,5,2019,45,14,15,13,1,30
656,1,3,0,2,12835,24,3,2019,15,23,45,16,30,30
657,5,0,5,1,52229,1,3,2019,45,10,45,5,5,0
658,6,2,1,1,14533,15,5,2019,15,19,0,8,11,15
659,9,0,2,0,4668,24,6,2019,35,12,45,9,2,50
660,4,2,1,1,11822,9,4,2019,35,12,30,17,19,5
661,4,2,1,1,6017,27,3,2019,25,4,50,21,6,35
662,4,2,1,1,14714,9,6,2019,0,19,30,11,7,30
663,8,1,4,0,3597,9,6,2019,35,10,20,8,2,15
664,0,0,2,0,3383,24,4,2019,55,13,10,11,2,45
665,1,3,0,2,11642,18,5,2019,35,5,50,16,12,45
666,9,0,2,0,5403,27,4,2019,50,23,0,21,2,50
667,1,2,1,2,14221,3,3,2019,15,19,40,16,26,35
668,4,3,0,1,8586,18,5,2019,5,10,10,21,12,55
669,3,4,3,0,4049,12,6,2019,40,10,10,9,1,30
670,4,2,1,1,10262,3,6,2019,25,4,45,19,8,40
671,6,2,1,1,7888,21,5,2019,0,21,0,7,14,0
672,1,2,1,2,8236,21,3,2019,15,19,45,19,23,30
673,1,2,1,2,12961,6,6,2019,15,19,20,13,29,55
674,4,3,0,1,8586,9,5,2019,40,4,30,6,22,10
675,3,3,0,1,5279,18,5,2019,0,13,10,8,4,50
676,2,0,2,0,3419,18,6,2019,40,23,55,20,2,45
677,4,2,1,2,13292,15,6,2019,0,19,30,5,13,30
678,4,3,0,1,13067,15,5,2019,45,9,25,20,13,20
679,3,1,4,0,3597,3,5,2019,35,15,15,13,2,20
680,4,2,1,1,15554,18,5,2019,0,19,5,7,11,55
681,3,2,1,1,6027,15,5,2019,15,22,5,17,5,10
682,4,3,0,1,14781,9,5,2019,15,18,30,6,11,45
683,4,2,1,2,13376,1,6,2019,25,4,35,14,13,50
684,3,0,2,0,3943,27,5,2019,15,0,15,21,3,0
685,2,2,1,1,5842,12,6,2019,35,13,25,7,6,10
686,3,1,4,0,4326,15,3,2019,35,7,15,5,2,20
687,6,2,1,1,8937,1,6,2019,15,19,30,8,10,45
688,1,1,4,0,3670,21,3,2019,55,13,40,11,2,15
689,3,0,2,0,4823,18,6,2019,20,21,25,18,2,55
690,4,4,3,0,2071,3,4,2019,5,21,35,19,1,30
691,6,2,1,1,6093,27,6,2019,30,22,55,14,7,35
692,9,3,0,1,11682,24,3,2019,55,22,20,20,26,35
693,3,0,5,1,7774,3,3,2019,10,10,25,5,4,45
694,4,3,0,1,13067,12,5,2019,25,14,0,17,21,25
695,3,2,1,1,7514,27,5,2019,10,16,35,7,8,35
696,6,2,1,1,6838,9,4,2019,30,1,0,17,8,30
697,3,1,4,0,3858,18,3,2019,35,15,20,13,2,15
698,6,2,1,1,6795,15,6,2019,30,1,50,12,12,40
699,4,2,1,2,16263,27,5,2019,25,4,0,20,8,25
700,1,3,0,1,8576,9,5,2019,30,18,50,16,25,40
701,1,0,2,0,5228,6,5,2019,45,12,0,10,2,45
702,4,2,1,2,16704,1,5,2019,25,4,5,23,29,20
703,3,3,0,0,8872,24,3,2019,5,23,25,20,2,40
704,2,0,2,0,3898,3,5,2019,30,14,40,11,2,50
705,8,1,4,0,3332,21,3,2019,5,20,45,17,2,20
706,4,3,0,1,5608,21,5,2019,35,17,20,10,7,15
707,4,3,0,1,13941,9,5,2019,40,4,25,8,20,15
708,6,2,1,1,9100,21,3,2019,15,19,30,7,11,45
709,9,0,2,0,4878,15,6,2019,35,19,0,17,2,35
710,3,2,1,1,6416,1,6,2019,0,21,30,7,13,30
711,8,4,3,0,2017,12,5,2019,15,7,45,5,1,30
712,4,2,1,2,10976,27,3,2019,45,19,10,19,24,35
713,4,3,0,1,10031,24,3,2019,20,16,45,19,20,35
714,3,3,0,0,4462,18,3,2019,20,8,30,5,2,50
715,3,2,1,1,5073,1,4,2019,10,12,35,7,4,35
716,3,1,4,0,4326,27,3,2019,35,7,15,5,2,20
717,7,2,1,1,10161,21,3,2019,15,19,30,7,11,45
718,3,4,3,0,3175,12,6,2019,25,18,55,16,1,30
719,9,3,0,1,12312,24,3,2019,10,9,20,20,12,50
720,4,2,1,2,12604,21,3,2019,50,18,20,18,24,30
721,6,2,1,1,10877,15,6,2019,0,19,30,7,11,30
722,3,3,0,1,4226,18,5,2019,20,10,20,6,4,0
723,4,2,1,1,5406,6,4,2019,0,19,0,8,11,0
724,3,2,1,1,8618,15,5,2019,25,7,0,2,5,25
725,3,3,0,0,4174,18,4,2019,50,19,15,17,2,35
726,2,2,1,1,10651,1,6,2019,35,19,25,14,5,10
727,4,2,1,1,5963,21,3,2019,25,4,15,18,10,10
728,4,2,1,2,10368,12,6,2019,35,12,40,9,26,55
729,3,4,3,1,7681,6,3,2019,0,23,45,15,7,15
730,6,2,1,1,7485,21,5,2019,0,21,50,12,8,10
731,4,0,2,0,4544,3,4,2019,10,18,15,15,2,55
732,8,3,0,1,4649,15,4,2019,20,20,5,15,5,15
733,9,1,4,0,11982,12,5,2019,5,20,45,17,2,20
734,4,4,3,0,4995,24,6,2019,30,8,5,7,1,25
735,3,3,0,1,5069,9,5,2019,0,13,10,8,4,50
736,8,3,0,0,3873,1,6,2019,40,0,20,22,2,20
737,8,3,0,0,3873,27,4,2019,40,0,20,22,2,20
738,1,2,1,1,8907,27,5,2019,0,23,45,9,13,15
739,4,3,0,1,10844,9,6,2019,20,16,10,21,19,10
740,4,3,0,1,10844,15,5,2019,50,19,10,21,22,40
741,4,3,0,1,9663,6,5,2019,0,12,10,21,14,50
742,4,2,1,2,13292,1,6,2019,35,12,25,21,15,10
743,4,2,1,2,14441,12,6,2019,35,12,30,5,7,5
744,4,4,3,0,4050,9,6,2019,20,4,55,2,1,25
745,3,0,5,0,6144,9,3,2019,15,0,20,21,2,55
746,3,2,1,1,14871,6,3,2019,30,15,30,7,8,0
747,0,0,2,0,4483,18,4,2019,55,13,10,11,2,45
748,3,2,1,1,6979,15,5,2019,30,1,35,10,14,55
749,4,4,3,0,8040,27,6,2019,50,11,20,10,1,30
750,3,2,1,1,7048,1,6,2019,30,1,15,9,16,15
751,8,0,2,0,3573,27,6,2019,20,12,30,9,2,50
752,3,2,1,1,5054,27,5,2019,0,21,0,16,5,0
753,1,2,1,1,8582,1,6,2019,15,19,0,21,22,15
754,0,2,1,1,8759,9,6,2019,25,13,55,7,5,30
755,3,2,1,1,6442,27,4,2019,10,16,35,7,8,35
756,1,2,1,1,8879,18,5,2019,15,19,50,3,15,25
757,4,3,0,1,10031,24,3,2019,10,18,10,21,21,0
758,4,2,1,2,10368,3,6,2019,0,19,30,5,13,30
759,3,0,2,0,3943,24,6,2019,50,15,0,13,2,50
760,3,2,1,1,14871,3,3,2019,30,11,45,4,6,45
761,4,4,3,0,4995,18,6,2019,15,10,45,8,1,30
762,6,2,1,1,10791,24,6,2019,0,19,20,10,8,40
763,8,4,3,0,2753,3,6,2019,15,7,45,5,1,30
764,3,0,2,0,4423,9,4,2019,0,13,10,10,2,50
765,0,3,0,0,4409,27,5,2019,55,12,20,10,2,35
766,1,3,0,1,6117,9,5,2019,5,11,0,19,16,5
767,4,2,1,2,15129,21,5,2019,0,19,10,19,23,50
768,9,3,0,1,9345,6,6,2019,25,23,20,20,27,5
769,9,3,0,1,8085,9,5,2019,25,23,10,7,16,15
770,4,2,1,1,15554,6,5,2019,25,4,0,13,15,25
771,8,0,2,0,3573,21,5,2019,20,12,30,9,2,50
772,6,2,1,1,17073,3,3,2019,35,1,0,17,8,35
773,6,2,1,1,6795,9,6,2019,30,1,40,11,13,50
774,9,0,5,0,5403,21,3,2019,40,9,0,7,2,40
775,3,1,4,0,3540,15,5,2019,40,7,15,5,2,25
776,9,2,1,0,6216,24,4,2019,50,17,40,14,3,10
777,4,0,2,0,3359,21,5,2019,45,18,50,15,2,55
778,4,3,0,1,10844,24,5,2019,35,23,55,18,28,40
779,1,0,2,0,6961,15,6,2019,10,16,20,13,2,50
780,0,3,0,0,4107,3,4,2019,55,12,20,10,2,35
781,6,2,1,1,13069,21,3,2019,50,18,10,9,9,40
782,4,2,1,2,13357,24,6,2019,25,4,45,11,16,40
783,3,2,1,1,6938,1,6,2019,30,22,10,16,6,20
784,4,2,1,2,13292,27,6,2019,35,12,35,9,27,0
785,1,0,5,2,26743,1,3,2019,25,23,50,8,14,35
786,6,2,1,1,13568,21,3,2019,50,18,40,6,12,10
787,6,2,1,1,15353,6,3,2019,15,19,40,11,7,35
788,3,1,4,0,3597,15,5,2019,5,17,45,14,2,20
789,4,3,0,1,10031,24,3,2019,20,16,10,21,19,10
790,1,3,0,2,14687,9,5,2019,25,5,25,9,20,0
791,4,0,2,0,7229,6,6,2019,50,22,50,19,3,0
792,2,2,1,1,10188,9,5,2019,35,19,25,14,5,10
793,9,0,5,0,7398,9,3,2019,40,9,0,7,2,40
794,4,2,1,2,16704,18,5,2019,0,19,25,13,29,35
795,3,0,5,1,8153,1,3,2019,50,21,55,16,4,55
796,4,0,2,0,7229,9,4,2019,10,10,10,7,3,0
797,6,2,1,1,6943,27,5,2019,30,1,0,13,12,30
798,6,2,1,1,8937,1,6,2019,15,19,40,6,12,35
799,1,2,1,2,9400,3,3,2019,25,9,5,7,26,20
800,9,3,0,1,13152,24,3,2019,25,20,10,7,13,15
801,3,0,2,0,3419,1,6,2019,0,1,10,22,2,50
802,9,3,0,1,7927,12,6,2019,5,9,20,20,12,45
803,1,0,5,2,9796,15,3,2019,10,22,50,5,16,20
804,9,0,5,0,8028,3,3,2019,10,14,30,11,2,40
805,6,2,1,2,10759,6,3,2019,20,21,5,13,8,15
806,6,2,1,1,10197,21,5,2019,0,19,0,7,12,0
807,1,0,2,0,5228,1,6,2019,55,23,5,21,2,50
808,6,2,1,1,9275,18,5,2019,0,21,0,10,11,0
809,3,1,4,0,5277,3,3,2019,25,0,5,22,2,20
810,4,2,1,2,13848,18,5,2019,25,4,35,14,13,50
811,3,2,1,1,6412,15,5,2019,30,22,20,14,8,10
812,4,3,0,1,13941,18,5,2019,40,4,30,16,12,10
813,9,0,2,0,4668,6,5,2019,40,9,0,7,2,40
814,3,0,2,0,3419,18,6,2019,15,4,30,1,2,45
815,3,0,2,0,3943,6,4,2019,0,1,10,22,2,50
816,1,3,0,1,6528,24,5,2019,35,14,35,14,24,0
817,4,0,2,0,7229,21,5,2019,45,20,45,17,3,0
818,6,2,1,1,13542,21,3,2019,35,1,0,13,12,35
819,4,3,0,1,8529,12,6,2019,45,20,55,18,25,50
820,4,0,2,0,8016,21,6,2019,10,18,15,15,2,55
821,4,2,1,2,13029,9,5,2019,35,12,30,19,17,5
822,4,2,1,2,15129,9,5,2019,25,4,5,23,29,20
823,4,2,1,2,10368,9,6,2019,25,4,30,19,8,55
824,1,2,1,0,8666,3,3,2019,10,21,5,18,3,5
825,4,2,1,1,15554,18,5,2019,0,19,0,10,9,0
826,4,0,5,1,26890,1,3,2019,10,16,45,5,10,25
827,4,3,0,1,13067,21,5,2019,45,9,0,17,16,45
828,4,0,2,0,4544,1,4,2019,45,8,0,6,2,45
829,9,3,0,1,8452,21,5,2019,40,22,20,20,26,20
830,6,2,1,1,7268,27,6,2019,15,19,0,6,13,15
831,6,2,1,1,9627,9,5,2019,0,19,30,8,10,30
832,6,2,1,1,9103,9,5,2019,0,19,25,11,7,35
833,6,2,1,1,11142,9,4,2019,0,19,0,8,11,0
834,3,3,0,0,4148,9,3,2019,20,8,30,5,2,50
835,4,3,0,1,10844,18,5,2019,15,18,30,16,25,45
836,6,2,1,1,9646,6,6,2019,10,16,45,9,6,25
837,3,4,3,0,12475,1,3,2019,25,13,0,12,1,25
838,4,2,1,1,15554,18,5,2019,0,19,50,22,20,10
839,4,2,1,1,10262,27,6,2019,0,19,5,7,11,55
840,1,0,2,0,6961,12,6,2019,10,16,20,13,2,50
841,4,2,1,1,10262,15,6,2019,0,19,0,14,5,0
842,4,2,1,1,10262,27,6,2019,0,19,0,16,27,0
843,3,0,2,0,3943,9,5,2019,20,2,30,23,2,50
844,1,4,3,0,3625,24,5,2019,45,20,30,19,1,15
845,6,2,1,1,13378,21,3,2019,15,19,0,9,10,15
846,4,2,1,2,13882,15,6,2019,35,12,45,11,24,50
847,3,0,2,0,3943,18,6,2019,20,8,30,5,2,50
848,1,3,0,2,14687,15,5,2019,25,5,25,9,20,0
849,0,2,1,1,6451,27,5,2019,25,13,55,7,5,30
850,9,0,2,0,4878,9,6,2019,15,22,30,19,2,45
851,3,2,1,1,8542,9,5,2019,30,1,35,18,6,55
852,3,3,0,0,4804,24,5,2019,20,12,35,9,2,45
853,3,3,0,1,6711,6,6,2019,15,2,0,21,5,15
854,6,2,1,1,16108,15,6,2019,15,19,0,13,6,15
855,3,0,2,0,3943,6,6,2019,15,3,25,0,2,50
856,1,3,0,2,15422,24,5,2019,25,5,0,10,19,25
857,3,0,5,0,5694,24,3,2019,15,0,20,21,2,55
858,4,3,0,1,12681,1,4,2019,50,19,25,8,11,25
859,4,3,0,1,8586,1,5,2019,5,10,0,20,14,5
860,3,0,5,0,6144,3,3,2019,25,3,40,0,2,45
861,3,2,1,0,6015,27,4,2019,50,8,35,5,3,15
862,6,2,1,1,7155,27,6,2019,15,19,55,4,14,20
863,4,3,0,1,12692,12,6,2019,5,22,35,9,12,30
864,1,2,1,1,8277,18,5,2019,0,23,40,17,5,20
865,1,2,1,2,9347,9,5,2019,25,9,5,7,26,20
866,1,2,1,0,4939,15,3,2019,10,21,5,18,3,5
